Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug
d474,30,55.3413415734,0,Ketapril
a788,30,60.4137090758,1,Zoniferol
m269,30,67.71250988220001,1,Stelasyn
o926,30,56.9173983838,3,Zoniferol
b128,30,40.6053348648,1,Capomulin
a366,30,63.440686273599994,1,Stelasyn
r701,30,60.3418187213,1,Naftisol
m957,30,38.2124793925,1,Capomulin
v295,30,59.3337720245,3,Naftisol
b759,30,55.742828691899994,1,Ceftamin
n364,30,33.8177579986,0,Ramicane
z969,30,65.8410127448,3,Naftisol
w151,30,56.7671582075,2,Ceftamin
l700,30,56.6532149954,1,Naftisol
o287,30,54.5030012211,3,Ceftamin
t724,30,64.2345946982,2,Naftisol
r944,30,41.680791107,1,Capomulin
x773,30,52.813115177,4,Placebo
l509,30,44.708054732600004,2,Capomulin
a275,30,54.4447131688,2,Ceftamin
g107,30,69.1605198228,0,Ketapril
s508,30,35.4740223478,0,Ramicane
l471,30,58.0936044633,1,Ceftamin
u196,30,47.622816356,2,Ramicane
p438,30,56.4064217341,0,Ceftamin
j296,30,56.803061207,3,Ceftamin
n923,30,59.632560523100004,3,Ketapril
a411,30,39.1307372379,1,Ramicane
l733,30,56.3190653669,1,Ceftamin
p189,30,67.1045366507,4,Ketapril
n304,30,55.0390198529,3,Naftisol
q582,30,52.64889349560001,2,Placebo
g791,30,34.952582842300004,1,Ramicane
n671,30,60.1651804559,0,Infubinol
e227,30,62.4643851526,2,Placebo
o795,30,68.2170697425,4,Placebo
r604,30,54.688215356,2,Naftisol
x581,30,55.4928260178,3,Ceftamin
c819,30,56.0989981962,1,Ketapril
l490,30,57.918381316499996,3,Ceftamin
a818,30,60.0723719791,0,Naftisol
c766,30,60.2559244984,3,Placebo
l725,30,66.5995451484,3,Naftisol
q483,30,54.952225851,1,Ceftamin
t565,30,32.8689161734,0,Capomulin
j119,30,43.0136811371,1,Capomulin
l661,30,55.3290993571,2,Ceftamin
m546,30,37.9699336498,0,Ramicane
x822,30,55.4451548315,2,Ceftamin
k210,30,59.9895097609,1,Ceftamin
w167,30,67.1978718559,0,Placebo
h246,30,63.5996095357,1,Ketapril
s710,30,43.5717032336,1,Capomulin
v991,30,62.7436430758,3,Propriva
b559,30,61.19038662609999,1,Naftisol
i738,30,35.5787798701,1,Capomulin
z795,30,59.789635903999994,2,Naftisol
c282,30,59.005902068500006,1,Placebo
e476,30,57.99279743,1,Infubinol
k382,30,63.469441546400006,4,Ketapril
y769,30,61.071948864300005,3,Ceftamin
o562,30,59.653524533900004,1,Propriva
i177,30,34.711473016,1,Ramicane
y478,30,59.3746145163,1,Placebo
y865,30,59.0332753041,3,Ceftamin
a520,30,36.9477098106,1,Ramicane
x264,30,58.1586942342,3,Naftisol
a685,30,55.4538551891,1,Infubinol
y793,30,35.72602314,2,Capomulin
y260,30,58.5826763418,4,Ketapril
c927,30,60.7539246042,2,Propriva
i334,35,39.769552101799995,2,Ramicane
l897,35,37.682766641,1,Capomulin
o809,35,55.629428464600004,1,Infubinol
a520,35,37.6247102563,1,Ramicane
p189,35,67.87377675180001,4,Ketapril
k483,35,60.5415615864,2,Infubinol
x822,35,56.7965666526,2,Ceftamin
a963,35,56.8139764581,1,Stelasyn
l725,35,69.125701726,3,Naftisol
l733,35,57.6007977375,1,Ceftamin
m269,35,68.689917354,1,Stelasyn
y478,35,61.888026776800004,1,Placebo
s185,35,28.32853059,1,Capomulin
s337,35,54.810812508400005,3,Zoniferol
o973,35,60.2422193118,1,Ketapril
d474,35,56.47911256890001,0,Ketapril
h246,35,67.211270096,2,Ketapril
j989,35,35.1155898014,1,Ramicane
k804,35,62.117278866099994,2,Infubinol
e227,35,66.9491213569,3,Placebo
w151,35,58.3391409547,2,Ceftamin
q511,35,60.8386605931,1,Zoniferol
l700,35,61.4626035412,1,Naftisol
t451,35,63.7569896424,0,Stelasyn
e662,35,43.220276364700005,1,Ramicane
z581,35,58.6283987816,3,Infubinol
c264,35,61.0747950616,2,Zoniferol
w914,35,41.6649157736,1,Capomulin
l661,35,56.4741287099,2,Ceftamin
v603,35,63.189431838599994,1,Ketapril
j246,35,38.7532654788,1,Capomulin
q610,35,36.561652291,2,Ramicane
l509,35,40.2072885023,2,Capomulin
m546,35,38.6275358055,1,Ramicane
w575,35,63.6864450308,2,Zoniferol
i386,35,64.9254203733,3,Infubinol
y865,35,61.153139910600004,3,Ceftamin
n364,35,34.4875220422,1,Ramicane
i738,35,36.1759526888,1,Capomulin
k894,35,55.3626623753,4,Zoniferol
c282,35,59.8876547494,1,Placebo
g296,35,60.3845197846,4,Zoniferol
u327,35,58.089028365,1,Ketapril
j913,35,35.1701484317,0,Ramicane
y769,35,63.4306322123,3,Ceftamin
m601,35,30.834357039,1,Capomulin
a444,35,41.735950834200004,0,Ramicane
q633,35,63.125659298100004,1,Zoniferol
l471,35,61.4059991646,1,Ceftamin
a251,35,60.9038845483,1,Infubinol
x401,35,30.2068248766,0,Capomulin
n304,35,57.12241925560001,4,Naftisol
o795,35,69.0850941547,4,Placebo
p136,35,57.6307819529,1,Zoniferol
n923,35,60.3562943168,3,Ketapril
r604,35,59.217000146000004,2,Naftisol
t565,35,33.5156706323,0,Capomulin
d251,35,37.7085294203,2,Ramicane
j365,35,56.9612001622,2,Zoniferol
c559,35,59.4550407417,2,Zoniferol
a492,35,57.3085537947,1,Stelasyn
g497,35,64.0948892973,2,Ketapril
z969,35,69.17624606689999,4,Naftisol
a401,35,60.347144674,3,Zoniferol
f545,35,66.74292417310001,1,Zoniferol
u196,35,47.0014654238,2,Ramicane
x402,35,55.2409622264,3,Stelasyn
r554,35,33.0693370516,3,Capomulin
q787,35,60.3338524187,3,Placebo
f234,35,57.748758312,2,Stelasyn
j296,35,58.714482958199994,3,Ceftamin
c302,35,62.2365715655,3,Zoniferol
c832,35,61.124487169700004,2,Ketapril
g288,35,38.9541145767,1,Capomulin
f345,35,56.5233272649,1,Infubinol
g107,35,71.9051172092,0,Ketapril
b559,35,65.7057627543,1,Naftisol
r701,35,64.730010445,1,Naftisol
m550,35,62.5391538587,4,Ketapril
x773,35,55.1927363917,4,Placebo
b128,35,37.967644366900004,1,Capomulin
p387,35,66.4922037978,1,Stelasyn
t724,35,67.7443279491,2,Naftisol
s565,35,64.77657908649999,2,Stelasyn
r811,35,36.003020161,1,Ramicane
i635,35,55.679996556800006,2,Propriva
o287,35,55.1182902851,4,Ceftamin
c766,35,65.9523679089,4,Placebo
o926,35,58.593993177200005,3,Zoniferol
r944,35,40.4017654219,2,Capomulin
i901,35,62.1273356091,0,Stelasyn
g316,35,44.7028329625,2,Capomulin
a818,35,63.298545858400004,0,Naftisol
m650,35,69.2657468118,4,Ketapril
b879,35,64.2608863279,2,Stelasyn
z578,35,38.504824438,0,Ramicane
n763,35,57.3824129586,3,Placebo
y793,35,36.3278695997,2,Capomulin
u364,35,35.4594897809,2,Capomulin
k382,35,66.079184831,4,Ketapril
t718,35,60.4638985119,3,Placebo
e584,35,58.0865598876,3,Naftisol
e476,35,60.0643402029,1,Infubinol
v991,35,63.8953129437,4,Propriva
g558,35,60.8621588345,4,Propriva
z795,35,60.435654163900004,2,Naftisol
i557,35,45.9419490139,0,Capomulin
p438,35,57.5385554628,1,Ceftamin
w167,35,68.1342881703,0,Placebo
i177,35,35.152166204299995,1,Ramicane
a203,35,61.93165006939999,2,Infubinol
a644,35,35.128630831399995,0,Ramicane
c927,35,61.8722736528,3,Propriva
j755,35,62.732857600500004,1,Naftisol
y260,35,59.603558210900005,4,Ketapril
w422,35,61.4096199392,4,Ketapril
x264,35,61.2996077776,4,Naftisol
g570,35,62.3304203966,2,Propriva
e213,35,58.2458543541,3,Naftisol
q483,35,59.253484331,1,Ceftamin
c757,35,64.2911635123,2,Placebo
a411,35,39.7172358898,1,Ramicane
o562,35,65.3607674211,1,Propriva
a685,35,58.0926292504,1,Infubinol
a897,35,64.0528731025,3,Placebo
g989,35,62.5708796137,2,Stelasyn
g989,35,62.5708796137,2,Propriva
o331,35,70.126237536,2,Ketapril
q597,35,43.8072014225,1,Ramicane
j984,35,64.0553989564,1,Stelasyn
v295,35,61.8931526689,3,Naftisol
q582,35,53.71315791520001,2,Placebo
k862,35,66.5807224433,3,Stelasyn
j119,35,43.7657053733,1,Capomulin
k210,35,63.329330227,1,Ceftamin
y163,35,61.7301956164,2,Infubinol
a275,35,56.35353803939999,2,Ceftamin
w350,35,56.683557576800006,1,Propriva
s508,35,35.846140698,0,Ramicane
k403,35,26.546993430700002,1,Ramicane
a699,35,56.5106823354,1,Propriva
s710,35,44.1605187913,1,Capomulin
c402,35,65.80796270020001,2,Stelasyn
c819,35,57.7295346636,1,Ketapril
x581,35,58.0775829251,3,Ceftamin
c139,35,67.8214196868,1,Infubinol
a262,35,66.5619630236,4,Placebo
m957,35,32.5628391419,1,Capomulin
b742,35,39.8475755554,0,Capomulin
c758,35,37.802385459899995,1,Ramicane
v923,35,41.4392415569,2,Capomulin
w697,35,63.6890421576,3,Stelasyn
p981,35,59.1310229741,1,Stelasyn
t198,35,57.735941156,3,Propriva
g791,35,30.9603919427,1,Ramicane
a262,40,69.592731975,4,Placebo
a644,40,35.7794508609,0,Ramicane
i334,40,40.442370366999995,2,Ramicane
a520,40,38.259724974099996,1,Ramicane
k894,40,58.647056157,4,Zoniferol
e662,40,44.0067238476,2,Ramicane
n364,40,34.9547331119,1,Ramicane
k403,40,24.3655047062,1,Ramicane
b128,40,38.3797259008,2,Capomulin
i177,40,35.5579327877,2,Ramicane
c302,40,63.281071482399994,4,Zoniferol
s508,40,32.798171188299996,0,Ramicane
y478,40,65.9711201741,1,Placebo
t718,40,61.530398900200005,3,Placebo
c282,40,65.0217994401,2,Placebo
o795,40,70.26647886960001,4,Placebo
m546,40,35.1145752025,1,Ramicane
z578,40,34.0220933558,0,Ramicane
g791,40,31.3694057336,1,Ramicane
c758,40,32.8331885798,1,Ramicane
d251,40,38.2654037868,2,Ramicane
c264,40,65.7083227208,2,Zoniferol
u196,40,43.4536867949,2,Ramicane
c757,40,66.6043677097,2,Placebo
r811,40,36.5200328965,1,Ramicane
c766,40,67.68529455779999,4,Placebo
e227,40,70.7152176003,3,Placebo
n763,40,58.011145829600004,4,Placebo
f545,40,71.1081183452,1,Zoniferol
r944,40,41.042044904,2,Capomulin
x773,40,55.9876755056,4,Placebo
s185,40,25.4721432616,1,Capomulin
a897,40,67.211742786,4,Placebo
q787,40,62.03412670310001,3,Placebo
a444,40,42.5049255428,0,Ramicane
m601,40,31.378045301900002,1,Capomulin
t565,40,33.9493413058,0,Capomulin
q597,40,44.471821213199995,2,Ramicane
j989,40,35.501190136700004,1,Ramicane
u327,40,60.466545411800006,1,Ketapril
b879,40,67.1891266642,2,Stelasyn
j755,40,67.2077102951,1,Naftisol
y260,40,60.9141762702,4,Ketapril
g570,40,68.5258561579,2,Propriva
a275,40,60.921538678699996,3,Ceftamin
s710,40,40.1719201094,1,Capomulin
s565,40,67.2210069793,2,Stelasyn
p387,40,69.0388761787,1,Stelasyn
l471,40,63.84485785,1,Ceftamin
i635,40,56.8424351425,3,Propriva
e476,40,61.5252758296,1,Infubinol
k382,40,67.4209552138,4,Ketapril
j119,40,44.5850895996,1,Capomulin
i901,40,64.3034545102,0,Stelasyn
a203,40,63.593490019499995,2,Infubinol
b742,40,38.255627397800005,0,Capomulin
w422,40,63.0725846692,4,Ketapril
k862,40,67.5713412826,4,Stelasyn
t198,40,59.1299599699,4,Propriva
k210,40,66.62283627560001,2,Ceftamin
a699,40,58.605448163599995,1,Propriva
f345,40,58.315592504099996,1,Infubinol
v923,40,42.1510147986,2,Capomulin
m550,40,68.2107201909,4,Ketapril
l661,40,59.205668760500004,3,Ceftamin
o287,40,57.1971928996,4,Ceftamin
v295,40,65.4660744433,3,Naftisol
e213,40,60.2365479716,3,Naftisol
w151,40,62.187950389099996,2,Ceftamin
p189,40,74.10609077310001,4,Ketapril
t724,40,69.7283255901,2,Naftisol
q483,40,64.19234113520001,1,Ceftamin
r701,40,66.6407217789,1,Naftisol
p438,40,59.3052880573,1,Ceftamin
a818,40,69.2738137369,1,Naftisol
x264,40,63.2832882078,4,Naftisol
c927,40,64.18322918060001,4,Propriva
a411,40,40.2588176479,1,Ramicane
j296,40,60.0726884804,3,Ceftamin
a685,40,60.5679037056,2,Infubinol
z795,40,62.3766388411,3,Naftisol
v991,40,64.8511286037,4,Propriva
h246,40,71.1508346844,2,Ketapril
u364,40,36.0241375158,2,Capomulin
o562,40,71.1724632085,1,Propriva
m957,40,32.9476148417,1,Capomulin
c819,40,62.175704646099994,1,Ketapril
x581,40,60.280405485799996,3,Ceftamin
e584,40,62.8168708302,4,Naftisol
g558,40,61.7749626799,4,Propriva
y793,40,31.4754107558,2,Capomulin
i557,40,46.821069715600004,1,Capomulin
j984,40,67.7770803588,1,Stelasyn
l725,40,73.69349381880001,3,Naftisol
g316,40,45.56582103109999,2,Capomulin
p136,40,61.3802488668,1,Zoniferol
r604,40,60.1861153114,2,Naftisol
a492,40,57.9284989721,1,Stelasyn
k483,40,64.13872489020001,3,Infubinol
o973,40,64.4878124585,2,Ketapril
j365,40,62.327170655500005,2,Zoniferol
d474,40,60.233732778100006,1,Ketapril
l509,40,40.7708125938,2,Capomulin
z581,40,60.053739633999996,3,Infubinol
a401,40,61.7686053849,4,Zoniferol
g497,40,67.7428140557,2,Ketapril
x402,40,56.6917229436,3,Stelasyn
y865,40,63.469549459899994,3,Ceftamin
q633,40,68.4986387581,2,Zoniferol
z969,40,70.3149041142,4,Naftisol
a251,40,63.0950756519,1,Infubinol
w914,40,35.6113086052,2,Capomulin
w575,40,64.938406207,3,Zoniferol
r554,40,31.804841329699997,3,Capomulin
i386,40,67.2896214667,4,Infubinol
j913,40,31.001860776100003,1,Ramicane
g296,40,62.2219149274,4,Zoniferol
i738,40,36.8438979862,2,Capomulin
c832,40,62.5723181635,2,Ketapril
c559,40,60.86184431229999,3,Zoniferol
x401,40,28.167397323099998,0,Capomulin
n304,40,59.8305066732,4,Naftisol
w350,40,62.324347690100005,2,Propriva
m650,40,70.7970678729,4,Ketapril
c402,40,70.2222967893,2,Stelasyn
b559,40,69.9696164479,1,Naftisol
o926,40,59.903044476999995,3,Zoniferol
c139,40,69.4281409486,2,Infubinol
l897,40,38.3439015408,1,Capomulin
x822,40,59.5556846563,2,Ceftamin
l700,40,62.9866779843,1,Naftisol
t451,40,67.654795994,1,Stelasyn
y163,40,63.6206795825,2,Infubinol
q511,40,63.1944280711,2,Zoniferol
l733,40,59.443506495200005,1,Ceftamin
m269,40,70.21464418640001,1,Stelasyn
y769,40,64.2510276139,4,Ceftamin
g288,40,36.356851210500004,1,Capomulin
n923,40,66.22960553909999,3,Ketapril
a963,40,58.4637868525,1,Stelasyn
o331,40,71.4477425103,3,Ketapril
s337,40,56.9948158925,4,Zoniferol
n364,45,31.0953350465,1,Ramicane
b128,45,38.9828777369,2,Capomulin
l661,45,59.8519555174,3,Ceftamin
y865,45,64.7298365528,3,Ceftamin
y769,45,68.5947449754,4,Ceftamin
b559,45,73.0513633905,1,Naftisol
t565,45,34.4552979914,0,Capomulin
c282,45,65.8151653496,2,Placebo
l509,45,41.4830076486,3,Capomulin
j296,45,61.8490233555,3,Ceftamin
a411,45,38.407618303,1,Ramicane
p189,45,75.2949359046,4,Ketapril
m650,45,73.9013991214,4,Ketapril
q597,45,45.220868879499996,2,Ramicane
g288,45,37.0740242155,1,Capomulin
o331,45,78.56701362140001,4,Ketapril
y163,45,67.68556862300001,3,Infubinol
i334,45,36.3745103858,2,Ramicane
c139,45,72.2267308995,2,Infubinol
c832,45,65.415954505,3,Ketapril
a262,45,70.7176205811,4,Placebo
z581,45,62.754451407299996,3,Infubinol
g497,45,69.87225079470001,2,Ketapril
a251,45,65.5257428523,1,Infubinol
q787,45,66.0964747731,3,Placebo
r554,45,32.3773568408,3,Capomulin
k483,45,66.1969115113,3,Infubinol
w151,45,67.5274823673,3,Ceftamin
g316,45,40.159220298600005,2,Capomulin
m550,45,69.2535031225,4,Ketapril
e227,45,73.2129385077,3,Placebo
a685,45,66.08306589,3,Infubinol
s508,45,30.2762317489,0,Ramicane
h246,45,74.1040856682,2,Ketapril
y793,45,31.8962383998,2,Capomulin
c766,45,69.8231457684,4,Placebo
z578,45,30.6386957475,0,Ramicane
m957,45,33.3290977815,1,Capomulin
e662,45,40.6590062721,2,Ramicane
e476,45,62.4354040184,1,Infubinol
k382,45,73.7156189986,4,Ketapril
a203,45,67.9734187806,2,Infubinol
w422,45,67.9895300127,4,Ketapril
f345,45,60.9187665154,1,Infubinol
y260,45,62.909440620299996,4,Ketapril
m546,45,30.564625086,1,Ramicane
a818,45,74.9977644288,2,Naftisol
l471,45,67.7486617382,1,Ceftamin
s337,45,62.1096510197,4,Zoniferol
a963,45,62.76509316520001,1,Stelasyn
q511,45,68.61106074770001,3,Zoniferol
k403,45,22.0501262735,1,Ramicane
t451,45,68.711630197,1,Stelasyn
o926,45,62.327966062899996,4,Zoniferol
l897,45,38.8468756907,1,Capomulin
c302,45,64.5752215711,4,Zoniferol
w350,45,64.957561848,2,Propriva
c402,45,74.0403901771,3,Stelasyn
v923,45,40.6581236579,2,Capomulin
c758,45,33.3976525121,1,Ramicane
j984,45,70.6538316181,1,Stelasyn
a699,45,62.1914143712,1,Propriva
a897,45,72.2559630577,4,Placebo
t198,45,64.9113626787,4,Propriva
k862,45,69.2991490732,4,Stelasyn
j989,45,36.134852433,1,Ramicane
b742,45,38.9396326337,0,Capomulin
m269,45,75.1236895484,1,Stelasyn
c264,45,67.9421210707,2,Zoniferol
g296,45,68.16319517069999,4,Zoniferol
j913,45,31.5604695499,1,Ramicane
w575,45,68.4012859299,3,Zoniferol
k894,45,60.7527041686,4,Zoniferol
a444,45,43.0475426023,0,Ramicane
q633,45,70.8277963054,2,Zoniferol
w914,45,36.0410473598,2,Capomulin
a401,45,66.79415598920001,4,Zoniferol
f545,45,73.3244322804,1,Zoniferol
x402,45,61.6196061525,3,Stelasyn
j365,45,64.2940849315,2,Zoniferol
m601,45,28.4309641063,1,Capomulin
d251,45,37.311235519499995,2,Ramicane
a492,45,60.1220105157,1,Stelasyn
x401,45,28.4840328114,0,Capomulin
p136,45,63.488696780299996,2,Zoniferol
c559,45,61.840058422,4,Zoniferol
s185,45,23.3435978665,1,Capomulin
i738,45,37.3118457744,2,Capomulin
i901,45,65.3418108738,0,Stelasyn
c757,45,69.04284081770001,3,Placebo
t724,45,75.1132880077,2,Naftisol
s710,45,40.728577871599995,1,Capomulin
x581,45,64.63494887479999,3,Ceftamin
a275,45,62.9993561904,3,Ceftamin
a520,45,38.8103663256,1,Ramicane
k210,45,68.9231845721,3,Ceftamin
j119,45,38.1251643976,1,Capomulin
y478,45,66.842634534,1,Placebo
l725,45,76.66881741729999,3,Naftisol
x822,45,61.386660315200004,3,Ceftamin
l700,45,63.9466404372,1,Naftisol
l733,45,64.2998300327,1,Ceftamin
n304,45,63.5863951382,4,Naftisol
o795,45,73.0594543492,4,Placebo
u196,45,40.6677129221,3,Ramicane
r604,45,62.670759039,3,Naftisol
z969,45,73.8678447583,4,Naftisol
g791,45,29.1284718087,1,Ramicane
i635,45,58.633404140100005,3,Propriva
o287,45,59.7419006401,4,Ceftamin
r701,45,69.7785440734,1,Naftisol
r811,45,37.2256503301,1,Ramicane
u327,45,66.2688013293,2,Ketapril
s565,45,72.58896446770001,2,Stelasyn
g570,45,70.4927876341,2,Propriva
i557,45,47.6859630331,1,Capomulin
a644,45,32.9785219169,1,Ramicane
j755,45,69.56362075979999,1,Naftisol
e213,45,63.105696295200005,4,Naftisol
e584,45,68.3597766991,4,Naftisol
t718,45,63.4236951662,4,Placebo
o562,45,72.4554211616,2,Propriva
i177,45,33.5624021721,3,Ramicane
v991,45,70.1677489854,4,Propriva
z795,45,65.74107029390001,3,Naftisol
r944,45,41.5815207362,2,Capomulin
u364,45,31.0239229361,3,Capomulin
p438,45,61.4338922251,1,Ceftamin
x773,45,58.63497148689999,4,Placebo
b879,45,72.5552389364,2,Stelasyn
